product_id,product_type,date,help_num,cleaned_Kiwi_review,sentiment
5013198,한우 도가니탕,2024-07-24,0,품질이 좋은 이유는 육수가 맑고 구수하다는 것입니다 가격이 비싸서 좀 아쉽습니다 ,positive
5013198,한우 도가니탕,2024-07-20,0,도가니탕은 여기가 찐 입니다,positive
5013198,한우 도가니탕,2024-07-12,0,양은 작아도 맛은 좋습니다,positive
5013198,한우 도가니탕,2024-07-11,0,후기가 좋아서 구매 혼자 사시는 어른 보내 드렸어요,positive
5013198,한우 도가니탕,2024-07-08,0,"집에서 한 거 같아서 자주 주문해요
좋아요 할인해서 주문",positive
5013198,한우 도가니탕,2024-07-05,0,혈압이 살짝 왔다갔다 하는 짝꿍을 위해 설 성 도가니나 설렁탕 나트륨 낮아 주문해요,negative
5013198,한우 도가니탕,2024-06-17,0,설성 목장 도가니탕 한우라 좋고 국물이 깔끔해요,positive
5013198,한우 도가니탕,2024-06-15,0,"설성 목장 한우 도가니탕 고기도 듬뿍
도가니도 많고 국물도 깔끔 비싸도 최고네요 ",positive
5013198,한우 도가니탕,2024-06-15,0,설성 목장 한우 도가니탕 너무 맛있어요 ,positive
5013198,한우 도가니탕,2024-06-05,0,"간편해서 좋아요
맛도 좋아요",positive
5013198,한우 도가니탕,2024-06-04,0,"이제서야 먹어 봤네요
집에서 끓인 거 같아요
다른 것도 먹어 봐야겠어요",neutral
5013198,한우 도가니탕,2024-05-31,0,믿고 먹는 설성 목장입니다 뭘 먹어도 실패가 없네요 사골 스틱도 먹어 보니까 너무 편하고 맛있던데 더 다양한 상품을 컬리에서 구매할 수 있었으면 좋겠어요 ,positive
5013198,한우 도가니탕,2024-05-29,0,홈쇼핑으로 처음 접했는데 낱개로 살 수 있어 좋아요 ,positive
5013198,한우 도가니탕,2024-05-22,0,부모님이 제일 좋아하십니다 자극적이지 않고 판매하는  특유의 그런 맛이 안 난다고 좋아하세요,positive
5013198,한우 도가니탕,2024-05-22,0,세일 자주 해 주세요,positive
5013198,한우 도가니탕,2024-05-20,0,설성 목장 도가니탕 정말 맛있었요,positive
5013198,한우 도가니탕,2024-05-16,0,"아직 먹기 전이구요
경복궁 제품과 비교해 보고 싶어 구매했어요",neutral
5013198,한우 도가니탕,2024-05-10,0,도가니탕으로 떡국 끓여 먹었는데 맛있어요,positive
1000306218,얼큰 대파 갈비탕,2023-11-22,12,맛있는 데 상품에 신경을 더 쓰셔야겠어요 ㅠ 먹다가 대파 얇은 막 껍질인 줄 알았는데 비닐이네요 ㅠ,negative
1000306218,얼큰 대파 갈비탕,2023-11-26,9,"갈비탕을 와이프가 다 먹어서 어떤 맛인지 
몰라요 ㅠ ㅠ 와이프가 잘 먹으면 
맛난 거 겠죠 ㅠ ㅠ",positive
1000306218,얼큰 대파 갈비탕,2023-11-07,4,"국물은 깔끔 시원하고 이름답게 대파가 엄청나게 들어가 있어요
푹 삶아서 매운맛 없이 몇 번 안 씹어도 술술 잘 넘어가네요
고기는 뼈가 무진장 큰 갈빗대가 3개 들어가 있구요 뼈는 큰데 고기는 자그맣게 붙어 있네요
국물 양은 홍수인데 고기가 많이 없는 건 아쉽습니다 약간 질긴 면도 있고
뼈 끝 부분에서 잔뼈들이 계속 떨어져서 정말 씹을 때 조심해야해요",positive
1000306218,얼큰 대파 갈비탕,2023-11-30,3,"사미 헌은 오리지널 갈비탕이네요
얼큰 갈비탕보다 오리지널이 훨씬 맛있어요
요 것도 나쁘진 않지만 두 번은 안 사 먹을 것 같아요",positive
1000306218,얼큰 대파 갈비탕,2023-11-28,3,대파가 정말 많지만 부드러워 괜찮아요,positive
1000306218,얼큰 대파 갈비탕,2024-05-15,2,"대파 갈비탕 끓여서 밥 말아 먹었어요 딱 1 인분 양이라 국물에 큰 갈비가 3점 들어 있어요 양은 조금 적은 편

그래도 국물은 얼큰하고 맛있어서 잘 먹었습니다 양이 적어서 다시 구매하지는 않겠지만 소량으로 한 끼 맛있게 드시고 싶은 분들께는 괜찮아요",positive
1000306218,얼큰 대파 갈비탕,2024-01-14,2,담백하고 맛있어서 다시 한번 주문할 듯,positive
1000306218,얼큰 대파 갈비탕,2023-12-09,2,"대파만 푸짐허고 얼큰하지도 않고 갈비대가  큰 고하나 아주 작은 거 하나  살도 거의 안 붙어 있고
그냥 대파 탕",negative
1000306218,얼큰 대파 갈비탕,2023-12-07,2,할인해서 사 봤는데요 제 입맛에는 별루입니다 갈비 대가 작은 걸로 5개 있는 것 같은데 정말 살듀 적어용,negative
1000306218,얼큰 대파 갈비탕,2023-12-06,2,"얼큰 대파 갈비탕 정말 맛있어요 간은 안 되 있어서 개인 취향 데로 간 해 주면 된다는 것도 넘 좋아요 지난번 먹어 보고 너무 맛나 어머님도 가져다 드리려 이번에 4 팩 주문
오늘 아침 만두도 너 어서 맛나게 냠냠 그런데 헉  남편 입에서 이상한 게 나왔어요  종이에 비닐이 함께 붙은 조각 남편한테 내가 실수한 걸까 이리저리 다 찾아보았지만 그런 소재는 어디에도 없었어요
너무 맛나는 제품 찾아서 행복했는데 솔직히 또 주문해 먹을 제품입니다 하지만 제발 품질 관리에 신경 좀 써 주세요
미쿡이면 바로 고소 들어갈 일이어요
여긴 미쿡도  중국도 아닌 대한민국
음식 소중히 다뤄 주세요
부탁 드림니다",positive
1000306218,얼큰 대파 갈비탕,2023-11-28,2,갈비 3개 있고 파 많구 칼칼해유,negative
1000306218,얼큰 대파 갈비탕,2023-11-27,2,"대파 갈비탕 이름답게
대파가 정말 많이 들어 있었어요
국물은 육개장과 갈비탕의 중간 정도 느낌이었어요
짜지 않았고
고기는 4덩이라 한 번 끓여서 2 인이 먹기 좋은 양이었습니다
뼈에 붙은 물컹하거나 질긴 고기 부분 안 좋아하는데
고기는 잡내 없이 부드러워서 안 남기고 다 먹었어요
개인적으로는 기본 갈비탕이 더 괜찮은 것 같아요 ",positive
1000306218,얼큰 대파 갈비탕,2023-11-26,2,사미헌 꺼는 그냥 갈비탕이 제일 낫네요,positive
1000306218,얼큰 대파 갈비탕,2023-11-26,2,"간단히 먹기 좋아요 고기도 뼈에서 잘 떨어지구요
근데 대파가 좀 많긴하네요",positive
1000306218,얼큰 대파 갈비탕,2023-11-24,2,2인분 같고 갈비 3대에 고기 1점 더 나오고 대파 토란 줄기가 좀 적은 듯 적합한 듯 들었네요 맛은 괜찮아서 국물까지 비웠어요 참 얼큰하진 않아요,positive
1000306218,얼큰 대파 갈비탕,2023-11-22,2,"고기는 3개밖에 안 들어 있는데 그마저도 고기 사이즈가 너무 작아서
세일해서 샀는데도 너무 돈 아까워요
맛도 그냥저냥
고춧가루랑 다진 마늘 넣어 먹었어요",negative
1000306218,얼큰 대파 갈비탕,2023-11-14,2,"사미 헌이라 믿고 부모님 댁도 종종 보내 드리는데 신제품이라 혹시나 하고 저희 집 먼저 주문했는데 솔직히 실망이라 후기 길게 써 봐요 대체로 짜게 먹는 집도 아니고 신랑이 직업적으로 후각 미각이 뛰어난 편인데  신랑이 물 더 부었는지 물어보더라구요 저도 먹고 묘하게 싱겁다는 느낌을 ㅋ
좋게 말하면 라이트와 깔끔이지만 깊은 맛은 안 느껴지는 갈비탕도 아닌 것이 육개장도 아닌 애매한 맛이라 재주문 안 하려구요
다른 분들 리뷰에도 있던데 뼈는 크고 고기는 작아요 국물과 파는 많지만 고기는 3 조각이라 국물 많은 1 인용이라 양도 살짝 애매해요 그냥 갈비탕이 더 나은 듯 합니다 ",negative
1000306218,얼큰 대파 갈비탕,2023-11-03,2,신제품인 거 같은데 사미헌 믿고 사는 브랜드라 구입했어요,positive
1000306218,얼큰 대파 갈비탕,2024-07-16,1,"사미헌 갈비탕 후기가 좋대서 세일하는
얼큰 갈 미 탕으로 사 봤는데 저한테는
좀 싱겁고 맛있는 진 모르겠는",negative
1000306218,얼큰 대파 갈비탕,2024-07-14,1,간이 좀 슴슴해요 엄청 맛있는 건 모르겠고 적당한 맛,neutral
1000306218,얼큰 대파 갈비탕,2024-07-01,1,아이들이 좋아해서 계속 주문해서 먹고 있어요,positive
1000306218,얼큰 대파 갈비탕,2024-06-10,1,깊은 맛은 모르겠구 칼칼한 소고기 뭇 국 느낌 이네요,negative
1000306218,얼큰 대파 갈비탕,2024-06-07,1,"처음 출시하면서 할인하길래 사 먹었을 때는 꽤 맛있게 먹었거든요
근데 그 이후 또 시켜 봤는데 색도 허얘 지고 맛도 멀멀해졌어요 매콤함도 약간 있고 건더기도 부실해졌다는 느낌은 아닌데 국물에 물을 탔나 싶은 맛이 나네요 사미헌 제품에 처음 실망했어요",negative
1000306218,얼큰 대파 갈비탕,2024-05-30,1,음 음  음 이건 음 ,neutral
1000306218,얼큰 대파 갈비탕,2024-05-26,1,고기는 괜찮은데 저에겐 국물이 밍밍했어요,negative
1000306218,얼큰 대파 갈비탕,2024-05-24,1,육개장과 갈비탕의 중간 맛이에요 이도 저도 아닌 맛이라 갠적으로 비추입니다,negative
1000306218,얼큰 대파 갈비탕,2024-05-23,1,"너무 맛 없어요
가성비로나 맛으로나 차라리 레토르트가 낫습니다 
얼큰이 아닌 맵고 싱겁 간이 싱거운 게 아니라 맛이 싱거워요 고 파는 질기고
왠 만함 후기 잘 안 남기는데 앞으로 구매하실 분들을 위해 남깁니다 ",negative
1000306218,얼큰 대파 갈비탕,2024-05-21,1,갈비는 역시 사미헌이요 재주문이요,positive
1000306218,얼큰 대파 갈비탕,2024-05-19,1,자주 사 먹을껏 같아 오 ㅡ,positive
1000306218,얼큰 대파 갈비탕,2024-04-28,1,생각보다 얼큰하지는 않고 개인적으로는 일반 갈비탕이 훨씬 맛있어요,negative
1000306218,얼큰 대파 갈비탕,2024-04-21,1,그냥 갈비탕 구매하다 대파로 구매했는데 그냥이 나아요,negative
1000306218,얼큰 대파 갈비탕,2024-02-04,1,"큰 갈빗대 1개 작은 갈빗대 1개 딱 두 개 들어 있구요 대파가 어마어마하게 많이 들어 있어 요 국물 맛은 맛이 없어요 남편도 이렇게 맛 없는 갈비탕은 초음이라구  
사미헌 양념 고기는 맛있어서 기대하고 갈비탕 산 건데 다시는 안 살 듯",negative
1000306218,얼큰 대파 갈비탕,2024-01-31,1,갈비탕에 갈비가 많지도 적지도 않네요,negative
1000306218,얼큰 대파 갈비탕,2024-01-17,1,맛있게 잘 먹었어요 대파가 많이 들어가 있어서 국물이 시원해요,positive
1000306218,얼큰 대파 갈비탕,2024-01-07,1,갈비탕 너무 맛있게 먹어서 여기까지 왔네요,positive
1000306218,얼큰 대파 갈비탕,2024-01-06,1,갈비탕보다 고기 양은 적지만 괜찮았어요,positive
1000306218,얼큰 대파 갈비탕,2024-01-05,1,후기보고 얼큰한 게 ㅜ땡겨서 ㅎ 구입하게 되네요 ,positive
1000306218,얼큰 대파 갈비탕,2024-01-04,1,"사미 헌 집에서 끓인 듯 슴슴해서
좋으네요",positive
1000306218,얼큰 대파 갈비탕,2024-01-03,1,"처음 사 봤는데 자극적이지 않고 파도 많이 들어 있어 좋네요
잘 먹을게요",positive
1000306218,얼큰 대파 갈비탕,2024-01-02,1,진짜 갈비랑 대파만 잔뜩 있네요  근데 국물이 얼큰하고 맛있네요,positive
1000306218,얼큰 대파 갈비탕,2023-12-29,1,사미헌 갈비탕이 맛있길래 사 봤어요 진짜 얼큰하니 이것도 괜찮네요,positive
1000306218,얼큰 대파 갈비탕,2023-12-22,1,역시 마켓컬리 믿고 먹는 마켓컬리 얼 큰 대파 갈비탕 가성비 좋게 잘 구매했습니다 아주 맛있습니다 대박 만족합니다,positive
1000306218,얼큰 대파 갈비탕,2023-12-21,1,"이름처럼 막 그렇게 얼큰하진 않아요
소고기 국 국물 느낌입니다",negative
1000306218,얼큰 대파 갈비탕,2023-12-16,1,지난 번에 갈비탕 맛있어서 재구매해요,positive
1000306218,얼큰 대파 갈비탕,2023-12-10,1,절대 얼큰하지도 않고 부실한 갈비 3대 정도 들어 있는 게 다에요 재구매 의사 절대 없어요 마켓컬리에서 산 것 중에 제일 별로네요,negative
1000306218,얼큰 대파 갈비탕,2023-12-08,1,재구매 의사 없어요 국물 맛도 평범한데 고기가 너무 적게 들어 있고 뼈는 엄청 커요,negative
1000306218,얼큰 대파 갈비탕,2023-11-30,1,사미 헌은 그냥 갈비탕만,negative
1000306218,얼큰 대파 갈비탕,2023-11-30,1,"애들이 얼큰해서 들 먹을 줄 알았는데 맛있다고 다 비웠네요
다음에도 또 먹고 싶다면 재구매해야겠어요",positive
1000306218,얼큰 대파 갈비탕,2023-11-29,1,사미헌 갈비탕을 좋아하는데 얼큰 대파 맛 신제품이 나와서 구매했습니다 먹어 보고 맛있으면 재구매하겠습니다,positive
1000306218,얼큰 대파 갈비탕,2023-11-29,1,제 입에는 그냥 갈비탕이 더 맛있어요,negative
1000017002,소갈비탕,2023-11-30,6,살이 많아요 맛있게 한 끼 해결이요,positive
1000017002,소갈비탕,2023-02-20,6,"광고용 사진과 같지 않다고 감안하고 사긴하는데 이건 정말 기만당한  느낌입니다
갈비 3 쪽과 다진 파만 조금 들어 있는데 갈비가 뜯어먹고 넣은 것 같네요
그나마 살이 조금 붙어 있는 것도 갈비라고 하기도 부끄러울 지경입니다
이십사 절기 소갈비탕 양심이 있는지 묻고 싶네요",negative
1000017002,소갈비탕,2023-10-21,4,후기 안 남기는 편인데 정말 특별한 경험이라 식용 법을 안내하면  양손으로 뼈를 꽉 부여잡고 목에 힘을 주고 머리를 힘껏 뒤로 졎히면 비로소 분리된 살코기를 섭식할 수 있다,neutral
1000017002,소갈비탕,2023-07-14,3,고기는 많은데 국물이 약간 들 척,negative
1000017002,소갈비탕,2023-01-21,3,살이 너무 없네요 국물을 샀나  돈 아까움,negative
1000017002,소갈비탕,2023-07-18,2,큰 갈비 대가 세대 들었는데 고기 냄새가 좀 나네요,negative
1000017002,소갈비탕,2023-05-15,2,국물은 괜찮은데 고기가 엄청 질기고 별로였어요 아쉽네요,negative
1000017002,소갈비탕,2023-05-02,2,"간도 적당하고 맛도 나쁘지 않은데
국물에 노란 기름이 뜨네요
뼈에 붙은 고기에도 노란 게 붙어 있고 
기름인 듯한데 깨끗히 손질되지 않은 듯해서
아쉽네요",negative
1000017002,소갈비탕,2023-01-13,2,기존에 먹던 사미헌 갈비탕에 비해 고기의 양은 적지 않으나 국물에 기름이 많고 개운함이  덜합니다 저는 개인적으로 사미헌 갈비탕을 추천합니다,positive
1000017002,소갈비탕,2024-04-01,1,살코기며 이만 한 게 없어요,negative
1000017002,소갈비탕,2024-03-23,1,갈비 대가 커서 좋긴하네요,positive
1000017002,소갈비탕,2024-02-27,1,"몇 번째
재구매인지
모르겠어요

보통 사미헌 많이 먹던데
전 이게
좋은 것 같아요",positive
1000017002,소갈비탕,2023-10-13,1,고기 덩어리가 질긴 게 너무 많고 국물이 너무 느끼해요 후기 믿고 주문했는데 기름이 너무 많아서 설거지할 때 혼났어요 국물이 진하지도 않고 짜기만합니다,negative
1000017002,소갈비탕,2023-09-26,1,소 갈비탕 너무 맛나요 ,positive
1000017002,소갈비탕,2023-07-28,1,항상 잘 먹고 있어요 ,positive
1000017002,소갈비탕,2023-07-05,1,"여기 껀 처음 구매하는데    그냥 그러네요
국물도 맑진않쿠 고기도 세대 들어 있긴한데 좋아 보이진 않았요",neutral
1000017002,소갈비탕,2023-06-29,1,"원래 여기선 삼부자만 먹는데 언제 입고 될지 몰라
다른 것도 먹어 바서 삼부자 만큼 아니 보다 더 맛있는 걸 찾고 있어요",positive
1000017002,소갈비탕,2023-05-30,1,쟁여 두었다가 반찬 없을 때 먹기 좋아요 맛도 괜찮아요 ,positive
1000017002,소갈비탕,2023-03-13,1,그냥 보통 사미 헌이 더 맛있어요,neutral
1000017002,소갈비탕,2023-02-07,1,꽝꽝 얼어서 배송 잘 왔어요 후기가 너무 좋아서 기대되네요,positive
1000017002,소갈비탕,2023-01-27,1,"국물이 감칠맛 나고 맛있습니다

사미헌 갈비탕에 비해 고기는 적게 들었지만
조금 더 간이 된 느낌
파 추가적으로 넣거나 따로 간 안 해도 돼요",positive
1000017002,소갈비탕,2023-01-21,1,진짜 먹을 거 없음 ,negative
1000017002,소갈비탕,2023-01-12,1,처음 구매했는데 고기는 연해요  ,negative
1000017002,소갈비탕,2023-01-11,1,좋긴한데 좀 질겨요 뼈에 딱 붙어 잘 안 떨어지네요,negative
1000017002,소갈비탕,2023-01-09,1,늘 주문해서 먹는 상품입니다,positive
1000017002,소갈비탕,2023-01-09,1,살이 너무너무 없어요 ㅠ 뼈만 크네요,negative
1000017002,소갈비탕,2023-01-03,1,"누런색 진짜 맛도 없고 비쥬얼도 최악
노랑 기름인지 뭔지가 뼈 옆에 붙어서
국물 색까지 누런색으로 만들고
고기는 너무 질기고
양심 없는  돈 버림",negative
1000017002,소갈비탕,2023-01-02,1,너무 맛있어요 1 팩 먹고 맛나서 2 팩 더 주문했어요 저번보다 살도 많아요,positive
1000017002,소갈비탕,2024-08-07,0,든든하게 한 끼용으로 좋아요,positive
1000017002,소갈비탕,2024-08-04,0,늘 맛있게 잘 먹고 있습니디,positive
1000017002,소갈비탕,2024-08-04,0,파는 제가 조금 더 넣었고 갈비대는 모두 제거 후 고기 자른 상태 간도 괜찮고 고기도 실하게 들었네요,positive
1000017002,소갈비탕,2024-08-01,0,갈비탕 특유의 맛이 아닌 밍밍한 맛이라 파 무 양념 추가해서 먹었어요,positive
1000017002,소갈비탕,2024-07-30,0,"집에 있는 꽈리 고추와 대추 넣었더니 더 맛있어요
맛있어서 몇 개 쟁여 놓을까 봐요",positive
1000017002,소갈비탕,2024-07-22,0,맛있어요 떡국 끓일 때 좋아요,positive
1000017002,소갈비탕,2024-07-13,0,갈비 대가 몇 대 들어가 있고 짜지 않아서 맛있게 잘 먹었어요,positive
1000017002,소갈비탕,2024-07-06,0,큰 뼈 3개에 적당한 고기 양과 깔끔한 국물로 괜찮아요,positive
1000017002,소갈비탕,2024-07-05,0,남편이 갈비탕 겁나 좋아하는 데 몇 개 사서 실패하다가 얘는 존 맛이라며 좋아해요  컬리 주문할 때 얘는 두 개씩 껴서 주문하는 듯,positive
1000017002,소갈비탕,2024-06-29,0,국물 깔끔 고기 튼실 거를 타선이 없어요,negative
1000017002,소갈비탕,2024-06-13,0,건더기가 푸짐한 게 맛있어요,positive
1000017002,소갈비탕,2024-06-03,0,아직 먹어 보진 않았지만 간편하게 먹을 수 있어 좋아요,positive
1000017002,소갈비탕,2024-05-21,0,고기 양도 많고 맛있어요,positive
1000017002,소갈비탕,2024-05-17,0,"항상 재구매템입니다

두 개 사야하는데
실수로 한 개만 사서
2인분으로 늘리느라

고기 육수와 부재료를 
추가했는데

기존에 뒷맛이 조금 짠 기가 돌았던 
오리지날 맛에서

풍부해진 국물 맛이 났어요

무와 전복 팽이버섯 추가를
추천합니다",positive
1000017002,소갈비탕,2024-05-17,0,일단 사 봤는데 맛 있었으면,positive
1000017002,소갈비탕,2024-05-14,0,"갈비가 통째로
맛도 좋고 재구매 합니다",positive
1000017002,소갈비탕,2024-05-07,0,이십사 절기 소갈비탕 기대됩니다 ,positive
1000017002,소갈비탕,2024-04-24,0,"여러 번 쟁여템입니다

고기가 질긴 날도 있는데
푸짐해서 좋아요",positive
1000017002,소갈비탕,2024-04-09,0,갈비탕  맛있어요 고기도 많의 들어 있어요,positive
1000017002,소갈비탕,2024-04-06,0,한 번 정도 먹어 볼 만은합니다,neutral
1000017002,소갈비탕,2024-04-05,0,"제품이 터져서 왔습니다
조금 식 새고있내요
어떻게 환불 받을 수 있나요",negative
1000017002,소갈비탕,2024-04-04,0,아이도 잘 먹고 맛있어서 자주 구매하는 상품입니다,positive
1000165885,한옥집 김치찜 500g,2024-07-25,3,돼지고기 냄새 너무 많이 나요 ㅠ,negative
1000165885,한옥집 김치찜 500g,2024-07-04,3,한옥 집 가서 먹는 게 젤 맛있 김치는 맛있고 고기가 별로 인데 여러 번 구매하게 되네요 ,positive
1000165885,한옥집 김치찜 500g,2023-05-22,3,생각보다 너무 달고 신 맛이 전혀 나지 않는 김치였어요 그리고 고기가 매우 질기네요 ,negative
1000165885,한옥집 김치찜 500g,2024-03-11,2,음 두 번은 안 시켜 먹을 듯요,negative
1000165885,한옥집 김치찜 500g,2024-02-25,2,"고기에서 이상한 맛이 나서
양파 참치 고춧가루 물 추가해서 끓였습니다



재구매 의사 05점",positive
1000165885,한옥집 김치찜 500g,2024-02-14,2,"재구매는 안 할 듯 요
쏘쏘",negative
1000165885,한옥집 김치찜 500g,2024-02-05,2,사실 원조 맛은 안 나요 고기가 좀 별로 같아요,negative
1000165885,한옥집 김치찜 500g,2024-01-31,2,이거 한 끼 먹을 만해요 근데 고기는 좀 딱딱해요,neutral
1000165885,한옥집 김치찜 500g,2024-01-31,2,"고기가 다 너무 심각하게 질겨요  
고기는 다 버렷어요 고기 특유 비린 맛도 나고 별로에요
고기가 얼마나 질긴지 숟가락으로 암만 눌러도 찢기질 않아요 이런 고기는 또 첨 봐서 동영상 찍었네요",negative
1000165885,한옥집 김치찜 500g,2024-01-17,2,봉투에서 막 낸 상태입니다,neutral
1000165885,한옥집 김치찜 500g,2024-01-11,2,예전에는 되게 맛있게 먹었었는데 갑자기 고기 질이 너무 안 좋아졌어요 냄새가 많이 나서 먹기 불편해요,negative
1000165885,한옥집 김치찜 500g,2023-10-20,2,고기에서 냄새 나서 거의 못 먹고 버려요 예전에는 이렇지 않았는데 정말 실망입니다 ,negative
1000165885,한옥집 김치찜 500g,2023-10-17,2, 맛은 있는데 고기에서 냄새 나요 ㅠ ,negative
1000165885,한옥집 김치찜 500g,2023-09-17,2,"쏘쏘

다시 주문하진 않을 듯
김치는 푹 잘 익었어요
꼬다리가 무를 정도",negative
1000165885,한옥집 김치찜 500g,2023-05-18,2,김치는 작은 포기의 14 정도이고 돼지고기가 꽤 많이 들어 있어요 고기는 좀 질깁니다 ,negative
1000165885,한옥집 김치찜 500g,2023-05-15,2,"사실 크게 기대 안 했는데 굉장히 만족이네요
냄새부터 맛있어서 사진 찍는 걸 깜빡해 버렸어요 ㅠ
고기 큼직하고 두툼하게 들어가 있고
김치도 너무 맛있어서 완전 밥도둑이에요
입맛 없을 때 완전 최고
김치 찜이라 국물이 엄청 많지는 않긴해요",positive
1000165885,한옥집 김치찜 500g,2023-04-08,2,좀 니글거리고 조미료 맛이 강해요 김치도 흐물 그려서 별로였어요,negative
1000165885,한옥집 김치찜 500g,2023-04-05,2,"아 진짜 최악이에요 
식당 가서 먹을께요
사람들 기대하게 이렇게는 안 파시는 게 좋을껏 같아여 고기 색깔 거무스르름 
김치는 잘 익혀진 것도 아니고 
근데 식감은 물은 김치구 
아 제발 명성에 안 어울려요",negative
1000165885,한옥집 김치찜 500g,2024-08-23,1,고기에서 냄새가 너무 나네요 다시는 주문 안 할 듯 합니다 ,negative
