product_id,review_index,review,category
1000306218,2,뼈 끝 부분에서 잔뼈들이 계속 떨어져서 정말 씹을 때 조심해야해요,양
1000306218,3,사미 헌은 오리지널 갈비탕이네요,맛/향/풍미
1000306218,3,얼큰 갈비탕보다 오리지널이 훨씬 맛있어요,맛/향/풍미
1000306218,3,요 것도 나쁘진 않지만 두 번은 안 사 먹을 것 같아요,가격
1000306218,4,대파가 정말 많지만,양
1000306218,4,부드러워 괜찮아요,맛/향/풍미
1000306218,5,대파 갈비탕 끓여서 밥 말아 먹었어요,활용 방법
1000306218,5,딱 1 인분 양이라 국물에 큰 갈비가 3점 들어 있어요,양
1000306218,5,양은 조금 적은 편,양
1000306218,5,국물은 얼큰하고 맛있어서 잘 먹었습니다,맛/향/풍미
1000306218,5,양이 적어서 다시 구매하지는 않겠지만,양
1000306218,5,소량으로 한 끼 맛있게 드시고 싶은 분들께는 괜찮아요,활용 방법
1000306218,6,담백하고 맛있어서 다시 한번 주문할 듯,맛/향/풍미
1000306218,7,대파만 푸짐허고,양
1000306218,7,얼큰하지도 않고,맛/향/풍미
1000306218,7,갈비대가 큰 고하나 아주 작은 거 하나,양
1000306218,7,살도 거의 안 붙어 있고,양
1000306218,7,그냥 대파 탕,맛/향/풍미
1000306218,8,제 입맛에는 별루입니다,맛/향/풍미
1000306218,8,갈비 대가 작은 걸로 5개 있는 것 같은데,양
1000306218,8,정말 살듀 적어용,양
1000306218,9,얼큰 대파 갈비탕 정말 맛있어요,맛/향/풍미
1000306218,9,간은 안 되 있어서 개인 취향 데로 간 해 주면 된다는 것도 넘 좋아요,맛/향/풍미
1000306218,9,너무 맛나는 제품 찾아서 행복했는데 솔직히 또 주문해 먹을 제품입니다,보관
1000306218,9,제발 품질 관리에 신경 좀 써 주세요,포장/배송
1000306218,10,갈비 3개 있고,양
1000306218,10,파 많구,양
1000306218,10,칼칼해유,맛/향/풍미
1000306218,11,대파가 정말 많이 들어 있었어요,양
1000306218,11,국물은 육개장과 갈비탕의 중간 정도 느낌이었어요,맛/향/풍미
1000306218,11,짜지 않았고,맛/향/풍미
1000306218,11,고기는 4덩이라 한 번 끓여서 2 인이 먹기 좋은 양이었습니다,양
1000306218,11,고기는 잡내 없이 부드러워서 안 남기고 다 먹었어요,맛/향/풍미
1000306218,11,개인적으로는 기본 갈비탕이 더 괜찮은 것 같아요,맛/향/풍미
1000306218,13,간단히 먹기 좋아요,활용 방법
1000306218,13,고기도 뼈에서 잘 떨어지구요,맛/향/풍미
1000306218,13,대파가 좀 많긴하네요,양
1000306218,14,2인분 같고,양
1000306218,14,갈비 3대에 고기 1점 더 나오고,양
1000306218,14,대파 토란 줄기가 좀 적은 듯,양
1000306218,14,맛은 괜찮아서 국물까지 비웠어요,맛/향/풍미
1000306218,14,참 얼큰하진 않아요,맛/향/풍미
1000306218,15,고기는 3개밖에 안 들어 있는데 그마저도 고기 사이즈가 너무 작아서,양
1000306218,15,세일해서 샀는데도 너무 돈 아까워요,가격
1000306218,15,맛도 그냥저냥,맛/향/풍미
1000306218,15,고춧가루랑 다진 마늘 넣어 먹었어요,활용 방법
1000306218,16,신랑이 물 더 부었는지 물어보더라구요,맛/향/풍미
1000306218,16,묘하게 싱겁다는 느낌을,맛/향/풍미
1000306218,16,좋게 말하면 라이트와 깔끔이지만 깊은 맛은 안 느껴지는,맛/향/풍미
1000306218,16,뼈는 크고 고기는 작아요,양
1000306218,16,국물과 파는 많지만 고기는 3 조각이라,양
1000306218,16,국물 많은 1 인용이라 양도 살짝 애매해요,양
1000306218,18,좀 싱겁고,맛/향/풍미
1000306218,18,맛있는 진 모르겠는,맛/향/풍미
1000306218,19,간이 좀 슴슴해요,맛/향/풍미
1000306218,19,엄청 맛있는 건 모르겠고,맛/향/풍미
1000306218,19,적당한 맛,맛/향/풍미
1000306218,21,깊은 맛은 모르겠구 칼칼한 소고기 뭇 국 느낌 이네요,맛/향/풍미
1000306218,22,처음 출시하면서 할인하길래 사 먹었을 때는 꽤 맛있게 먹었거든요,맛/향/풍미
1000306218,22,색도 허얘 지고 맛도 멀멀해졌어요,맛/향/풍미
1000306218,22,매콤함도 약간 있고 건더기도 부실해졌다는 느낌은 아닌데,양
1000306218,22,국물에 물을 탔나 싶은 맛이 나네요,맛/향/풍미
1000306218,22,사미헌 제품에 처음 실망했어요,맛/향/풍미
1000306218,24,고기는 괜찮은데,맛/향/풍미
1000306218,24,국물이 밍밍했어요,맛/향/풍미
1000306218,25,육개장과 갈비탕의 중간 맛이에요,맛/향/풍미
1000306218,25,이도 저도 아닌 맛이라 갠적으로 비추입니다,맛/향/풍미
1000306218,26,너무 맛 없어요,맛/향/풍미
1000306218,26,가성비로나 맛으로나 차라리 레토르트가 낫습니다,가격
1000306218,26,얼큰이 아닌 맵고 싱겁,맛/향/풍미
1000306218,26,간이 싱거운 게 아니라 맛이 싱거워요,맛/향/풍미
1000306218,26,고 파는 질기고,맛/향/풍미
1000306218,26,왠 만함 후기 잘 안 남기는데 앞으로 구매하실 분들을 위해 남깁니다,활용 방법
1000306218,29,생각보다 얼큰하지는 않고,맛/향/풍미
1000306218,29,개인적으로는 일반 갈비탕이 훨씬 맛있어요,맛/향/풍미
1000306218,31,큰 갈빗대 1개 작은 갈빗대 1개 딱 두 개 들어 있구요,양
1000306218,31,대파가 어마어마하게 많이 들어 있어 요,양
1000306218,31,국물 맛은 맛이 없어요,맛/향/풍미
1000306218,31,남편도 이렇게 맛 없는 갈비탕은 초음이라구,맛/향/풍미
1000306218,31,사미헌 양념 고기는 맛있어서 기대하고 갈비탕 산 건데,맛/향/풍미
1000306218,31,다시는 안 살 듯,가격
1000306218,32,갈비가 많지도 적지도 않네요,양
1000306218,33,맛있게 잘 먹었어요,맛/향/풍미
1000306218,33,대파가 많이 들어가 있어서 국물이 시원해요,맛/향/풍미
1000306218,34,갈비탕 너무 맛있게 먹어서,맛/향/풍미
1000306218,35,갈비탕보다 고기 양은 적지만 괜찮았어요,양
1000306218,37,사미 헌 집에서 끓인 듯 슴슴해서,맛/향/풍미
1000306218,37,좋으네요,맛/향/풍미
1000306218,38,자극적이지 않고,맛/향/풍미
1000306218,38,파도 많이 들어 있어 좋네요,양
1000306218,39,진짜 갈비랑 대파만 잔뜩 있네요,양
1000306218,39,국물이 얼큰하고 맛있네요,맛/향/풍미
1000306218,40,사미헌 갈비탕이 맛있길래 사 봤어요,맛/향/풍미
1000306218,40,진짜 얼큰하니 이것도 괜찮네요,맛/향/풍미
1000306218,41,가성비 좋게 잘 구매했습니다,가격
1000306218,41,아주 맛있습니다,맛/향/풍미
1000306218,41,대박 만족합니다,맛/향/풍미
1000306218,42,이름처럼 막 그렇게 얼큰하진 않아요,맛/향/풍미
1000306218,42,소고기 국 국물 느낌입니다,맛/향/풍미
1000306218,43,갈비탕 맛있어서,맛/향/풍미
1000306218,44,절대 얼큰하지도 않고 부실한 갈비 3대 정도 들어 있는 게 다에요,양
1000306218,44,재구매 의사 절대 없어요,가격
1000306218,44,마켓컬리에서 산 것 중에 제일 별로네요,맛/향/풍미
1000306218,45,국물 맛도 평범한데,맛/향/풍미
1000306218,45,고기가 너무 적게 들어 있고,양
1000306218,45,뼈는 엄청 커요,양
1000306218,47,애들이 얼큰해서 들 먹을 줄 알았는데 맛있다고 다 비웠네요,맛/향/풍미
1000306218,47,다음에도 또 먹고 싶다면 재구매해야겠어요,가격
1000306218,48,사미헌 갈비탕을 좋아하는데,맛/향/풍미
1000306218,48,얼큰 대파 맛 신제품이 나와서 구매했습니다,맛/향/풍미
1000306218,48,먹어 보고 맛있으면 재구매하겠습니다,가격
1000306218,49,제 입에는 그냥 갈비탕이 더 맛있어요,맛/향/풍미
1000017002,0,살이 많아요,양
1000017002,0,맛있게 한 끼 해결이요,맛/향/풍미
1000017002,1,갈비 3 쪽과 다진 파만 조금 들어 있는데,양
1000017002,1,갈비가 뜯어먹고 넣은 것 같네요,양
1000017002,1,살이 조금 붙어 있는 것도 갈비라고 하기도 부끄러울 지경입니다,양
1000017002,1,이십사 절기 소갈비탕 양심이 있는지 묻고 싶네요,가격
1000017002,2,양손으로 뼈를 꽉 부여잡고 목에 힘을 주고 머리를 힘껏 뒤로 젖히면 비로소 분리된 살코기를 섭식할 수 있다,활용 방법
1000017002,3,고기는 많은데,양
1000017002,3,국물이 약간 들 척,맛/향/풍미
1000017002,4,살이 너무 없네요,양
1000017002,4,국물을 샀나,양
1000017002,4,돈 아까움,가격
1000017002,5,큰 갈비 대가 세대 들었는데,양
1000017002,5,고기 냄새가 좀 나네요,맛/향/풍미
1000017002,6,국물은 괜찮은데,맛/향/풍미
1000017002,6,고기가 엄청 질기고 별로였어요,맛/향/풍미
1000017002,7,간도 적당하고 맛도 나쁘지 않은데,맛/향/풍미
1000017002,7,국물에 노란 기름이 뜨네요,맛/향/풍미
1000017002,7,기름인 듯한데 깨끗히 손질되지 않은 듯해서,맛/향/풍미
1000017002,8,고기의 양은 적지 않으나,양
1000017002,8,국물에 기름이 많고 개운함이 덜합니다,맛/향/풍미
1000017002,8,저는 개인적으로 사미헌 갈비탕을 추천합니다,맛/향/풍미
1000017002,9,살코기며 이만 한 게 없어요,맛/향/풍미
1000017002,10,갈비 대가 커서 좋긴하네요,양
1000017002,11,전 이게 좋은 것 같아요,맛/향/풍미
1000017002,12,고기 덩어리가 질긴 게 너무 많고,맛/향/풍미
1000017002,12,국물이 너무 느끼해요,맛/향/풍미
1000017002,12,기름이 너무 많아서 설거지할 때 혼났어요,양
1000017002,12,국물이 진하지도 않고 짜기만합니다,맛/향/풍미
1000017002,13,소 갈비탕 너무 맛나요,맛/향/풍미
1000017002,15,그냥 그러네요,맛/향/풍미
1000017002,15,국물도 맑진않쿠,맛/향/풍미
1000017002,15,고기도 세대 들어 있긴한데 좋아 보이진 않았요,양
1000017002,17,쟁여 두었다가 반찬 없을 때 먹기 좋아요,활용 방법
1000017002,17,맛도 괜찮아요,맛/향/풍미
1000017002,19,꽝꽝 얼어서 배송 잘 왔어요,포장/배송
1000017002,19,후기가 너무 좋아서 기대되네요,맛/향/풍미
1000017002,20,국물이 감칠맛 나고 맛있습니다,맛/향/풍미
1000017002,20,사미헌 갈비탕에 비해 고기는 적게 들었지만,양
1000017002,20,조금 더 간이 된 느낌,맛/향/풍미
1000017002,20,파 추가적으로 넣거나 따로 간 안 해도 돼요,활용 방법
1000017002,22,고기는 연해요,맛/향/풍미
1000017002,23,좋긴한데 좀 질겨요,맛/향/풍미
1000017002,23,뼈에 딱 붙어 잘 안 떨어지네요,맛/향/풍미
1000017002,25,살이 너무너무 없어요,양
1000017002,25,뼈만 크네요,양
1000017002,26,누런색 진짜 맛도 없고 비쥬얼도 최악,맛/향/풍미
1000017002,26,국물 색까지 누런색으로 만들고,맛/향/풍미
1000017002,26,고기는 너무 질기고,맛/향/풍미
1000017002,26,양심 없는 돈 버림,가격
1000017002,27,너무 맛있어요,맛/향/풍미
1000017002,27,맛나서 2 팩 더 주문했어요,양
1000017002,27,저번보다 살도 많아요,양
1000017002,28,든든하게 한 끼용으로 좋아요,양
1000017002,30,파는 제가 조금 더 넣었고,활용 방법
1000017002,30,갈비대는 모두 제거 후 고기 자른 상태,활용 방법
1000017002,30,간도 괜찮고,맛/향/풍미
1000017002,30,고기도 실하게 들었네요,양
1000017002,31,갈비탕 특유의 맛이 아닌 밍밍한 맛이라,맛/향/풍미
1000017002,31,파 무 양념 추가해서 먹었어요,활용 방법
1000017002,32,집에 있는 꽈리 고추와 대추 넣었더니 더 맛있어요,활용 방법
1000017002,32,맛있어서 몇 개 쟁여 놓을까 봐요,보관
1000017002,33,맛있어요,맛/향/풍미
1000017002,33,떡국 끓일 때 좋아요,활용 방법
1000017002,34,갈비 대가 몇 대 들어가 있고,양
1000017002,34,짜지 않아서 맛있게 잘 먹었어요,맛/향/풍미
1000017002,35,큰 뼈 3개에 적당한 고기 양과 깔끔한 국물로 괜찮아요,양
1000017002,36,몇 개 사서 실패하다가 얘는 존 맛이라며 좋아해요,맛/향/풍미
1000017002,36,컬리 주문할 때 얘는 두 개씩 껴서 주문하는 듯,양
1000017002,37,국물 깔끔,맛/향/풍미
1000017002,37,고기 튼실,양
1000017002,38,건더기가 푸짐한 게 맛있어요,맛/향/풍미
1000017002,39,간편하게 먹을 수 있어 좋아요,활용 방법
1000017002,40,고기 양도 많고,양
1000017002,40,맛있어요,맛/향/풍미
1000017002,41,항상 재구매템입니다,보관
1000017002,41,두 개 사야하는데,양
1000017002,41,2인분으로 늘리느라,양
1000017002,41,기존에 뒷맛이 조금 짠 기가 돌았던,맛/향/풍미
1000017002,41,풍부해진 국물 맛이 났어요,맛/향/풍미
1000017002,41,무와 전복 팽이버섯 추가를 추천합니다,활용 방법
1000017002,43,갈비가 통째로,양
1000017002,43,맛도 좋고,맛/향/풍미
1000017002,43,재구매 합니다,보관
1000017002,45,여러 번 쟁여템입니다,보관
1000017002,45,고기가 질긴 날도 있는데,맛/향/풍미
1000017002,45,푸짐해서 좋아요,양
1000017002,46,갈비탕  맛있어요,맛/향/풍미
1000017002,46,고기도 많의 들어 있어요,양
1000017002,49,아이도 잘 먹고,활용 방법
1000017002,49,맛있어서 자주 구매하는 상품입니다,맛/향/풍미
1000165885,0,돼지고기 냄새 너무 많이 나요 ㅠ,맛/향/풍미
1000165885,1,김치는 맛있고,맛/향/풍미
1000165885,1,고기가 별로 인데 여러 번 구매하게 되네요,양
1000165885,2,생각보다 너무 달고 신 맛이 전혀 나지 않는 김치였어요,맛/향/풍미
1000165885,2,고기가 매우 질기네요,맛/향/풍미
1000165885,4,고기에서 이상한 맛이 나서,맛/향/풍미
1000165885,4,양파 참치 고춧가루 물 추가해서 끓였습니다,활용 방법
1000165885,6,원조 맛은 안 나요,맛/향/풍미
1000165885,6,고기가 좀 별로 같아요,맛/향/풍미
1000165885,7,이거 한 끼 먹을 만해요,양
1000165885,7,고기는 좀 딱딱해요,맛/향/풍미
1000165885,8,고기가 다 너무 심각하게 질겨요,맛/향/풍미
1000165885,8,고기는 다 버렷어요,맛/향/풍미
1000165885,8,고기 특유 비린 맛도 나고 별로에요,맛/향/풍미
1000165885,8,고기가 얼마나 질긴지 숟가락으로 암만 눌러도 찢기질 않아요,맛/향/풍미
1000165885,8,이런 고기는 또 첨 봐서 동영상 찍었네요,맛/향/풍미
1000165885,10,고기 질이 너무 안 좋아졌어요,맛/향/풍미
1000165885,10,냄새가 많이 나서 먹기 불편해요,맛/향/풍미
1000165885,11,고기에서 냄새 나서 거의 못 먹고 버려요,맛/향/풍미
1000165885,11,정말 실망입니다,맛/향/풍미
1000165885,12,맛은 있는데 고기에서 냄새 나요,맛/향/풍미
1000165885,13,쏘쏘,맛/향/풍미
1000165885,13,김치는 푹 잘 익었어요,맛/향/풍미
1000165885,13,꼬다리가 무를 정도,맛/향/풍미
1000165885,14,김치는 작은 포기의 14 정도이고,양
1000165885,14,돼지고기가 꽤 많이 들어 있어요,양
1000165885,14,고기는 좀 질깁니다,맛/향/풍미
1000165885,15,냄새부터 맛있어서,맛/향/풍미
1000165885,15,고기 큼직하고 두툼하게 들어가 있고,양
1000165885,15,김치도 너무 맛있어서 완전 밥도둑이에요,맛/향/풍미
1000165885,15,입맛 없을 때 완전 최고,맛/향/풍미
1000165885,15,국물이 엄청 많지는 않긴해요,양
1000165885,16,좀 니글거리고 조미료 맛이 강해요,맛/향/풍미
1000165885,16,김치도 흐물 그려서 별로였어요,맛/향/풍미
1000165885,17,아 진짜 최악이에요,맛/향/풍미
1000165885,17,고기 색깔 거무스르름,맛/향/풍미
1000165885,17,김치는 잘 익혀진 것도 아니고,맛/향/풍미
1000165885,17,식감은 물은 김치구,맛/향/풍미
1000165885,17,아 제발 명성에 안 어울려요,맛/향/풍미
1000165885,18,고기에서 냄새가 너무 나네요,맛/향/풍미
1000165885,19,김치 찜 간편하고 맛있어요,맛/향/풍미
1000165885,20,빠른 배송,포장/배송
1000165885,20,맛까지 어느 하나 부족하지 않다고 좋아하셨습니다,맛/향/풍미
1000165885,21,김치는 굿,맛/향/풍미
1000165885,21,고기는 베드,맛/향/풍미
1000165885,22,김치가 맛있어요,맛/향/풍미
1000165885,22,고기는 별로,맛/향/풍미
1000165885,24,묵은지라 신맛이 강하고 간이 센 듯 하지만 괜찮아요,맛/향/풍미
1000165885,24,우리 입 맛에는 금 돼지가 더 맛있는,맛/향/풍미
1000165885,25,두부 추가해서 끓여 먹었어요,활용 방법
1000165885,25,김치 양 많고 좋아요,양
1000165885,25,고기는 좀 질겼어요,맛/향/풍미
1000165885,27,가격 대비 이렇게 훌륭한 고기 잡내 없고 넉넉,가격
1000165885,27,설탕 듬뿍 넣은 달달국물 아녀서 어찌나 반갑던지,맛/향/풍미
1000165885,28,냉장 보관이네요,보관
1000165885,28,일 인분 양입니다,양
1000165885,29,김치도 괜찮고 맛도 괜찮은데,맛/향/풍미
1000165885,29,고기가 너무 냄새 나서 못 먹을 지경 이네요,맛/향/풍미
1000165885,31,고기가 두툼하고 질기고 맛 읎어요,맛/향/풍미
1000165885,31,구어 먹고 남은 삼겹살 넣고 끓이니 맛있어요,활용 방법
1000165885,32,고기가 좀 퍽퍽했어요,맛/향/풍미
1000165885,33,맛있어서 재구매했어요,맛/향/풍미
1000165885,33,물기 빼지 말고 넣어도 물을 좀 추가해서 끓여야겠더라구요,활용 방법
1000165885,34,고기가 좀 퍽퍽하긴한데,맛/향/풍미
1000165885,34,맛도 양도 무난해요,맛/향/풍미
1000165885,35,고기는 후기가 별로라 안 먹고,양
1000165885,35,집에 있는 쪽 갈비 넣어서 먹엇더니 넘 맛 잇엇어요,맛/향/풍미
1000165885,36,맛있어요,맛/향/풍미
1000165885,36,적당히 시고 달아요,맛/향/풍미
1000165885,36,계란말이나 계란찜해서 같이 드세요,활용 방법
1000165885,37,이거 맛 괜찮음,맛/향/풍미
1000165885,38,간 조금 더해서 국물 내고 먹어요,활용 방법
1000165885,38,맛있어요,맛/향/풍미
1000165885,39,고기 너무 맛없어요,맛/향/풍미
1000165885,39,고기는 하나도 안 먹음,맛/향/풍미
1000165885,39,무슨 돼지고기 김치찌개 컵라면에서 먹었던 맛 큰 버전이에요,맛/향/풍미
1000165885,39,그래도 김치는 맛있어요,맛/향/풍미
1000165885,39,차라리 가격 좀 더 올리더라도 밀 키트 고기처럼 하거나,가격
1000165885,39,김치만 따로 판매하는 게 날 듯 ㅠ,가격
1000165885,40,고기에 힘줄 같은 게 많았지만 한 끼 먹기에는 괜찮았어요,양
1000165885,40,고기보단 김치가 맛있습니다,맛/향/풍미
1000165885,41,가성비에 한 번 사 봤는데,가격
1000165885,41,고기 냄새 나서,맛/향/풍미
1000165885,41,고기가 거의 남았어요,양
1000165885,42,멸치 육수 맛만 너무 나고 예전 같지 않네요,맛/향/풍미
1000165885,43,밥도둑 맛 나서 자주구매햐요,맛/향/풍미
1000165885,44,넘 맛나네요,맛/향/풍미
1000165885,45,생각보다 맛있네요,맛/향/풍미
1000165885,45,양도 괜찮아요,양
1000165885,47,가격이 마니 올랐네여,가격
1000165885,47,요거 밖에서 사 먹는 김치 찜 맛이 나요,맛/향/풍미
1000165885,47,양이 좀 작은 게 흠입니다,양
1000165885,48,고기 냄새도 나네요,맛/향/풍미
1000165885,49,안에 고기가 좀 너무 별루에요,맛/향/풍미
5051186,0,고기는 맨 끝에 쬐끔 붙어 있는 뼈 조각들이 보였기 때문입니다,양
5051186,0,아무리 가격이 저렴해도 그렇지,가격
5051186,0,가격을 올리더라도 고기가 푸짐하게 붙어 있는 갈비를 썼으면 좋겠다는 생각입니다,가격
5051186,0,실망입니다,맛/향/풍미
5051186,0,비싸도 좋은 거 먹을 랍니다,가격
5051186,1,강남 면 옥 갈비탕이 맛이 깔끔해서 종종 시켰는데 이번엔 대실망이에요,맛/향/풍미
5051186,1,고기가 정말 몇 점 안 붙어 있어요,양
5051186,1,이번 건 하나 빼고 거의 뼈 탕,양
5051186,1,뼈 무게로만 채워진 갈비탕 실망이라 당분간 안 시킬 듯요,양
5051186,2,맛도 비슷했구요,맛/향/풍미
5051186,2,전 뼈가 너무 크지 않아서 좋았어요,양
5051186,2,좀 질긴 편이고,맛/향/풍미
5051186,2,뼈 분리가 잘 안 됐습니다,양
5051186,2,한 번 끓으면 먹는 데 좀 더 끓여서 포장하셨음 좋겠어요,포장/배송
5051186,4,오픈 라인 매장에서 먹어 보고 맛있어서 주문했는데 너무 실망입니다,맛/향/풍미
5051186,4,갈비 아주 작은 뼈에 살은 아주 조금이고 거의 껍질만 붙어 있네요,양
5051186,4,국물만 한 가득입니다,양
5051186,5,늘 맛있게 먹고 있어요,맛/향/풍미
5051186,5,쟁여 놓고 먹는 아이에요,보관
5051186,5,그냥 먹어도 맛있고 떡국 끓여도 맛있어요,활용 방법
5051186,5,재구매하러 또 올께요,보관
5051186,6,갈비탕 좋아요,맛/향/풍미
5051186,6,상품 평 한 줄을 쓰던 두 줄을 쓰던 자기 마음 아닌가요,가격
5051186,6,소비자 혜택을 늘리지는 못할망정 머리 써서 줄이는 마켓컬리 이점 고쳤으면합니다,가격
5051186,7,맛이 좀 비린내가 나고 깊은 맛이 없네요,맛/향/풍미
5051186,9,소금 조금 넣어야함,맛/향/풍미
