product_id,product_type,review,category
5013198,한우 도가니탕,엄마가 제일 좋아하는 도가니탕입니다,맛/향/풍미
5013198,한우 도가니탕,이게 제일 부드럽고 진하면서 맛있다고 하시네요,맛/향/풍미
5013198,한우 도가니탕,가격대가 있어도 이 제품만 구매하게 되요,가격
5013198,한우 도가니탕,설성 목장 도가니탕이 최고입니다,맛/향/풍미
5013198,한우 도가니탕,도가니탕이 제일 맛있다고 하셔서,맛/향/풍미
5013198,한우 도가니탕,주기적으로 보내 드리고 있어요,보관
5013198,한우 도가니탕,홈쇼핑 판매하는 거랑은 비교 불가 입니다,가격
5013198,한우 도가니탕,고기와 도가니가 적당히 들어 있어요,양
5013198,한우 도가니탕,양이 적은 사람은 둘이서 먹어도 부족하지 않아요,양
5013198,한우 도가니탕,입맛 없을 때 좋아요,활용 방법
5013198,한우 도가니탕,고기도 도가니도 많아 넘 좋아요,양
5013198,한우 도가니탕,육수가 맑고 구수하다는 것입니다,맛/향/풍미
5013198,한우 도가니탕,가격이 비싸서 좀 아쉽습니다,가격
5013198,한우 도가니탕,양은 작아도,양
5013198,한우 도가니탕,맛은 좋습니다,맛/향/풍미
5013198,한우 도가니탕,나트륨 낮아 주문해요,맛/향/풍미
5013198,한우 도가니탕,설성 목장 도가니탕 한우라 좋고,맛/향/풍미
5013198,한우 도가니탕,국물이 깔끔해요,맛/향/풍미
5013198,한우 도가니탕,고기도 듬뿍,양
5013198,한우 도가니탕,도가니도 많고,양
5013198,한우 도가니탕,국물도 깔끔,맛/향/풍미
5013198,한우 도가니탕,비싸도 최고네요,가격
5013198,한우 도가니탕,너무 맛있어요,맛/향/풍미
5013198,한우 도가니탕,간편해서 좋아요,활용 방법
5013198,한우 도가니탕,맛도 좋아요,맛/향/풍미
5013198,한우 도가니탕,믿고 먹는 설성 목장입니다,맛/향/풍미
5013198,한우 도가니탕,뭘 먹어도 실패가 없네요,맛/향/풍미
5013198,한우 도가니탕,사골 스틱도 먹어 보니까 너무 편하고 맛있던데,맛/향/풍미
5013198,한우 도가니탕,더 다양한 상품을 컬리에서 구매할 수 있었으면 좋겠어요,활용 방법
5013198,한우 도가니탕,부모님이 제일 좋아하십니다,맛/향/풍미
5013198,한우 도가니탕,자극적이지 않고 판매하는 특유의 그런 맛이 안 난다고 좋아하세요,맛/향/풍미
5013198,한우 도가니탕,설성 목장 도가니탕 정말 맛있었요,맛/향/풍미
5013198,한우 도가니탕,도가니탕으로 떡국 끓여 먹었는데 맛있어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,맛있는 데 상품에 신경을 더 쓰셔야겠어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,먹다가 대파 얇은 막 껍질인 줄 알았는데 비닐이네요,포장/배송
1000306218,얼큰 대파 갈비탕,갈비탕을 와이프가 다 먹어서 어떤 맛인지,맛/향/풍미
1000306218,얼큰 대파 갈비탕,와이프가 잘 먹으면 맛난 거 겠죠,맛/향/풍미
1000306218,얼큰 대파 갈비탕,국물은 깔끔 시원하고 이름답게 대파가 엄청나게 들어가 있어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,푹 삶아서 매운맛 없이 몇 번 안 씹어도 술술 잘 넘어가네요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,고기는 뼈가 무진장 큰 갈빗대가 3개 들어가 있구요,양
1000306218,얼큰 대파 갈비탕,국물 양은 홍수인데 고기가 많이 없는 건 아쉽습니다,양
1000306218,얼큰 대파 갈비탕,약간 질긴 면도 있고,양
1000306218,얼큰 대파 갈비탕,뼈 끝 부분에서 잔뼈들이 계속 떨어져서 정말 씹을 때 조심해야해요,양
1000306218,얼큰 대파 갈비탕,사미 헌은 오리지널 갈비탕이네요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,얼큰 갈비탕보다 오리지널이 훨씬 맛있어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,요 것도 나쁘진 않지만 두 번은 안 사 먹을 것 같아요,가격
1000306218,얼큰 대파 갈비탕,대파가 정말 많지만,양
1000306218,얼큰 대파 갈비탕,부드러워 괜찮아요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,대파 갈비탕 끓여서 밥 말아 먹었어요,활용 방법
1000306218,얼큰 대파 갈비탕,딱 1 인분 양이라 국물에 큰 갈비가 3점 들어 있어요,양
1000306218,얼큰 대파 갈비탕,양은 조금 적은 편,양
1000306218,얼큰 대파 갈비탕,국물은 얼큰하고 맛있어서 잘 먹었습니다,맛/향/풍미
1000306218,얼큰 대파 갈비탕,양이 적어서 다시 구매하지는 않겠지만,양
1000306218,얼큰 대파 갈비탕,소량으로 한 끼 맛있게 드시고 싶은 분들께는 괜찮아요,활용 방법
1000306218,얼큰 대파 갈비탕,담백하고 맛있어서 다시 한번 주문할 듯,맛/향/풍미
1000306218,얼큰 대파 갈비탕,대파만 푸짐허고,양
1000306218,얼큰 대파 갈비탕,얼큰하지도 않고,맛/향/풍미
1000306218,얼큰 대파 갈비탕,갈비대가 큰 고하나 아주 작은 거 하나,양
1000306218,얼큰 대파 갈비탕,살도 거의 안 붙어 있고,양
1000306218,얼큰 대파 갈비탕,그냥 대파 탕,맛/향/풍미
1000306218,얼큰 대파 갈비탕,제 입맛에는 별루입니다,맛/향/풍미
1000306218,얼큰 대파 갈비탕,갈비 대가 작은 걸로 5개 있는 것 같은데,양
1000306218,얼큰 대파 갈비탕,정말 살듀 적어용,양
1000306218,얼큰 대파 갈비탕,얼큰 대파 갈비탕 정말 맛있어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,간은 안 되 있어서 개인 취향 데로 간 해 주면 된다는 것도 넘 좋아요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,너무 맛나는 제품 찾아서 행복했는데 솔직히 또 주문해 먹을 제품입니다,보관
1000306218,얼큰 대파 갈비탕,제발 품질 관리에 신경 좀 써 주세요,포장/배송
1000306218,얼큰 대파 갈비탕,갈비 3개 있고,양
1000306218,얼큰 대파 갈비탕,파 많구,양
1000306218,얼큰 대파 갈비탕,칼칼해유,맛/향/풍미
1000306218,얼큰 대파 갈비탕,대파가 정말 많이 들어 있었어요,양
1000306218,얼큰 대파 갈비탕,국물은 육개장과 갈비탕의 중간 정도 느낌이었어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,짜지 않았고,맛/향/풍미
1000306218,얼큰 대파 갈비탕,고기는 4덩이라 한 번 끓여서 2 인이 먹기 좋은 양이었습니다,양
1000306218,얼큰 대파 갈비탕,고기는 잡내 없이 부드러워서 안 남기고 다 먹었어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,개인적으로는 기본 갈비탕이 더 괜찮은 것 같아요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,간단히 먹기 좋아요,활용 방법
1000306218,얼큰 대파 갈비탕,고기도 뼈에서 잘 떨어지구요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,대파가 좀 많긴하네요,양
1000306218,얼큰 대파 갈비탕,2인분 같고,양
1000306218,얼큰 대파 갈비탕,갈비 3대에 고기 1점 더 나오고,양
1000306218,얼큰 대파 갈비탕,대파 토란 줄기가 좀 적은 듯,양
1000306218,얼큰 대파 갈비탕,맛은 괜찮아서 국물까지 비웠어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,참 얼큰하진 않아요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,고기는 3개밖에 안 들어 있는데 그마저도 고기 사이즈가 너무 작아서,양
1000306218,얼큰 대파 갈비탕,세일해서 샀는데도 너무 돈 아까워요,가격
1000306218,얼큰 대파 갈비탕,맛도 그냥저냥,맛/향/풍미
1000306218,얼큰 대파 갈비탕,고춧가루랑 다진 마늘 넣어 먹었어요,활용 방법
1000306218,얼큰 대파 갈비탕,신랑이 물 더 부었는지 물어보더라구요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,묘하게 싱겁다는 느낌을,맛/향/풍미
1000306218,얼큰 대파 갈비탕,좋게 말하면 라이트와 깔끔이지만 깊은 맛은 안 느껴지는,맛/향/풍미
1000306218,얼큰 대파 갈비탕,뼈는 크고 고기는 작아요,양
1000306218,얼큰 대파 갈비탕,국물과 파는 많지만 고기는 3 조각이라,양
1000306218,얼큰 대파 갈비탕,국물 많은 1 인용이라 양도 살짝 애매해요,양
1000306218,얼큰 대파 갈비탕,좀 싱겁고,맛/향/풍미
1000306218,얼큰 대파 갈비탕,맛있는 진 모르겠는,맛/향/풍미
1000306218,얼큰 대파 갈비탕,간이 좀 슴슴해요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,엄청 맛있는 건 모르겠고,맛/향/풍미
1000306218,얼큰 대파 갈비탕,적당한 맛,맛/향/풍미
1000306218,얼큰 대파 갈비탕,깊은 맛은 모르겠구 칼칼한 소고기 뭇 국 느낌 이네요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,처음 출시하면서 할인하길래 사 먹었을 때는 꽤 맛있게 먹었거든요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,색도 허얘 지고 맛도 멀멀해졌어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,매콤함도 약간 있고 건더기도 부실해졌다는 느낌은 아닌데,양
1000306218,얼큰 대파 갈비탕,국물에 물을 탔나 싶은 맛이 나네요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,사미헌 제품에 처음 실망했어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,고기는 괜찮은데,맛/향/풍미
1000306218,얼큰 대파 갈비탕,국물이 밍밍했어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,육개장과 갈비탕의 중간 맛이에요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,이도 저도 아닌 맛이라 갠적으로 비추입니다,맛/향/풍미
1000306218,얼큰 대파 갈비탕,너무 맛 없어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,가성비로나 맛으로나 차라리 레토르트가 낫습니다,가격
1000306218,얼큰 대파 갈비탕,얼큰이 아닌 맵고 싱겁,맛/향/풍미
1000306218,얼큰 대파 갈비탕,간이 싱거운 게 아니라 맛이 싱거워요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,고 파는 질기고,맛/향/풍미
1000306218,얼큰 대파 갈비탕,왠 만함 후기 잘 안 남기는데 앞으로 구매하실 분들을 위해 남깁니다,활용 방법
1000306218,얼큰 대파 갈비탕,생각보다 얼큰하지는 않고,맛/향/풍미
1000306218,얼큰 대파 갈비탕,개인적으로는 일반 갈비탕이 훨씬 맛있어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,큰 갈빗대 1개 작은 갈빗대 1개 딱 두 개 들어 있구요,양
1000306218,얼큰 대파 갈비탕,대파가 어마어마하게 많이 들어 있어 요,양
1000306218,얼큰 대파 갈비탕,국물 맛은 맛이 없어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,남편도 이렇게 맛 없는 갈비탕은 초음이라구,맛/향/풍미
1000306218,얼큰 대파 갈비탕,사미헌 양념 고기는 맛있어서 기대하고 갈비탕 산 건데,맛/향/풍미
1000306218,얼큰 대파 갈비탕,다시는 안 살 듯,가격
1000306218,얼큰 대파 갈비탕,갈비가 많지도 적지도 않네요,양
1000306218,얼큰 대파 갈비탕,맛있게 잘 먹었어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,대파가 많이 들어가 있어서 국물이 시원해요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,갈비탕 너무 맛있게 먹어서,맛/향/풍미
1000306218,얼큰 대파 갈비탕,갈비탕보다 고기 양은 적지만 괜찮았어요,양
1000306218,얼큰 대파 갈비탕,사미 헌 집에서 끓인 듯 슴슴해서,맛/향/풍미
1000306218,얼큰 대파 갈비탕,좋으네요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,자극적이지 않고,맛/향/풍미
1000306218,얼큰 대파 갈비탕,파도 많이 들어 있어 좋네요,양
1000306218,얼큰 대파 갈비탕,진짜 갈비랑 대파만 잔뜩 있네요,양
1000306218,얼큰 대파 갈비탕,국물이 얼큰하고 맛있네요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,사미헌 갈비탕이 맛있길래 사 봤어요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,진짜 얼큰하니 이것도 괜찮네요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,가성비 좋게 잘 구매했습니다,가격
1000306218,얼큰 대파 갈비탕,아주 맛있습니다,맛/향/풍미
1000306218,얼큰 대파 갈비탕,대박 만족합니다,맛/향/풍미
1000306218,얼큰 대파 갈비탕,이름처럼 막 그렇게 얼큰하진 않아요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,소고기 국 국물 느낌입니다,맛/향/풍미
1000306218,얼큰 대파 갈비탕,갈비탕 맛있어서,맛/향/풍미
1000306218,얼큰 대파 갈비탕,절대 얼큰하지도 않고 부실한 갈비 3대 정도 들어 있는 게 다에요,양
1000306218,얼큰 대파 갈비탕,재구매 의사 절대 없어요,가격
1000306218,얼큰 대파 갈비탕,마켓컬리에서 산 것 중에 제일 별로네요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,국물 맛도 평범한데,맛/향/풍미
1000306218,얼큰 대파 갈비탕,고기가 너무 적게 들어 있고,양
1000306218,얼큰 대파 갈비탕,뼈는 엄청 커요,양
1000306218,얼큰 대파 갈비탕,애들이 얼큰해서 들 먹을 줄 알았는데 맛있다고 다 비웠네요,맛/향/풍미
1000306218,얼큰 대파 갈비탕,다음에도 또 먹고 싶다면 재구매해야겠어요,가격
1000306218,얼큰 대파 갈비탕,사미헌 갈비탕을 좋아하는데,맛/향/풍미
1000306218,얼큰 대파 갈비탕,얼큰 대파 맛 신제품이 나와서 구매했습니다,맛/향/풍미
1000306218,얼큰 대파 갈비탕,먹어 보고 맛있으면 재구매하겠습니다,가격
1000306218,얼큰 대파 갈비탕,제 입에는 그냥 갈비탕이 더 맛있어요,맛/향/풍미
1000017002,소갈비탕,살이 많아요,양
1000017002,소갈비탕,맛있게 한 끼 해결이요,맛/향/풍미
1000017002,소갈비탕,갈비 3 쪽과 다진 파만 조금 들어 있는데,양
1000017002,소갈비탕,갈비가 뜯어먹고 넣은 것 같네요,양
1000017002,소갈비탕,살이 조금 붙어 있는 것도 갈비라고 하기도 부끄러울 지경입니다,양
1000017002,소갈비탕,이십사 절기 소갈비탕 양심이 있는지 묻고 싶네요,가격
1000017002,소갈비탕,양손으로 뼈를 꽉 부여잡고 목에 힘을 주고 머리를 힘껏 뒤로 젖히면 비로소 분리된 살코기를 섭식할 수 있다,활용 방법
1000017002,소갈비탕,고기는 많은데,양
1000017002,소갈비탕,국물이 약간 들 척,맛/향/풍미
1000017002,소갈비탕,살이 너무 없네요,양
1000017002,소갈비탕,국물을 샀나,양
1000017002,소갈비탕,돈 아까움,가격
1000017002,소갈비탕,큰 갈비 대가 세대 들었는데,양
1000017002,소갈비탕,고기 냄새가 좀 나네요,맛/향/풍미
1000017002,소갈비탕,국물은 괜찮은데,맛/향/풍미
1000017002,소갈비탕,고기가 엄청 질기고 별로였어요,맛/향/풍미
1000017002,소갈비탕,간도 적당하고 맛도 나쁘지 않은데,맛/향/풍미
1000017002,소갈비탕,국물에 노란 기름이 뜨네요,맛/향/풍미
1000017002,소갈비탕,기름인 듯한데 깨끗히 손질되지 않은 듯해서,맛/향/풍미
1000017002,소갈비탕,고기의 양은 적지 않으나,양
1000017002,소갈비탕,국물에 기름이 많고 개운함이 덜합니다,맛/향/풍미
1000017002,소갈비탕,저는 개인적으로 사미헌 갈비탕을 추천합니다,맛/향/풍미
1000017002,소갈비탕,살코기며 이만 한 게 없어요,맛/향/풍미
1000017002,소갈비탕,갈비 대가 커서 좋긴하네요,양
1000017002,소갈비탕,전 이게 좋은 것 같아요,맛/향/풍미
1000017002,소갈비탕,고기 덩어리가 질긴 게 너무 많고,맛/향/풍미
1000017002,소갈비탕,국물이 너무 느끼해요,맛/향/풍미
1000017002,소갈비탕,기름이 너무 많아서 설거지할 때 혼났어요,양
1000017002,소갈비탕,국물이 진하지도 않고 짜기만합니다,맛/향/풍미
1000017002,소갈비탕,소 갈비탕 너무 맛나요,맛/향/풍미
1000017002,소갈비탕,그냥 그러네요,맛/향/풍미
1000017002,소갈비탕,국물도 맑진않쿠,맛/향/풍미
1000017002,소갈비탕,고기도 세대 들어 있긴한데 좋아 보이진 않았요,양
1000017002,소갈비탕,쟁여 두었다가 반찬 없을 때 먹기 좋아요,활용 방법
1000017002,소갈비탕,맛도 괜찮아요,맛/향/풍미
1000017002,소갈비탕,꽝꽝 얼어서 배송 잘 왔어요,포장/배송
1000017002,소갈비탕,후기가 너무 좋아서 기대되네요,맛/향/풍미
1000017002,소갈비탕,국물이 감칠맛 나고 맛있습니다,맛/향/풍미
1000017002,소갈비탕,사미헌 갈비탕에 비해 고기는 적게 들었지만,양
1000017002,소갈비탕,조금 더 간이 된 느낌,맛/향/풍미
1000017002,소갈비탕,파 추가적으로 넣거나 따로 간 안 해도 돼요,활용 방법
1000017002,소갈비탕,고기는 연해요,맛/향/풍미
1000017002,소갈비탕,좋긴한데 좀 질겨요,맛/향/풍미
1000017002,소갈비탕,뼈에 딱 붙어 잘 안 떨어지네요,맛/향/풍미
1000017002,소갈비탕,살이 너무너무 없어요,양
1000017002,소갈비탕,뼈만 크네요,양
1000017002,소갈비탕,누런색 진짜 맛도 없고 비쥬얼도 최악,맛/향/풍미
1000017002,소갈비탕,국물 색까지 누런색으로 만들고,맛/향/풍미
1000017002,소갈비탕,고기는 너무 질기고,맛/향/풍미
1000017002,소갈비탕,양심 없는 돈 버림,가격
1000017002,소갈비탕,너무 맛있어요,맛/향/풍미
1000017002,소갈비탕,맛나서 2 팩 더 주문했어요,양
1000017002,소갈비탕,저번보다 살도 많아요,양
1000017002,소갈비탕,든든하게 한 끼용으로 좋아요,양
1000017002,소갈비탕,파는 제가 조금 더 넣었고,활용 방법
1000017002,소갈비탕,갈비대는 모두 제거 후 고기 자른 상태,활용 방법
1000017002,소갈비탕,간도 괜찮고,맛/향/풍미
1000017002,소갈비탕,고기도 실하게 들었네요,양
1000017002,소갈비탕,갈비탕 특유의 맛이 아닌 밍밍한 맛이라,맛/향/풍미
1000017002,소갈비탕,파 무 양념 추가해서 먹었어요,활용 방법
1000017002,소갈비탕,집에 있는 꽈리 고추와 대추 넣었더니 더 맛있어요,활용 방법
1000017002,소갈비탕,맛있어서 몇 개 쟁여 놓을까 봐요,보관
1000017002,소갈비탕,맛있어요,맛/향/풍미
1000017002,소갈비탕,떡국 끓일 때 좋아요,활용 방법
1000017002,소갈비탕,갈비 대가 몇 대 들어가 있고,양
1000017002,소갈비탕,짜지 않아서 맛있게 잘 먹었어요,맛/향/풍미
1000017002,소갈비탕,큰 뼈 3개에 적당한 고기 양과 깔끔한 국물로 괜찮아요,양
1000017002,소갈비탕,몇 개 사서 실패하다가 얘는 존 맛이라며 좋아해요,맛/향/풍미
1000017002,소갈비탕,컬리 주문할 때 얘는 두 개씩 껴서 주문하는 듯,양
1000017002,소갈비탕,국물 깔끔,맛/향/풍미
1000017002,소갈비탕,고기 튼실,양
1000017002,소갈비탕,건더기가 푸짐한 게 맛있어요,맛/향/풍미
1000017002,소갈비탕,간편하게 먹을 수 있어 좋아요,활용 방법
1000017002,소갈비탕,고기 양도 많고,양
1000017002,소갈비탕,맛있어요,맛/향/풍미
1000017002,소갈비탕,항상 재구매템입니다,보관
1000017002,소갈비탕,두 개 사야하는데,양
1000017002,소갈비탕,2인분으로 늘리느라,양
1000017002,소갈비탕,기존에 뒷맛이 조금 짠 기가 돌았던,맛/향/풍미
1000017002,소갈비탕,풍부해진 국물 맛이 났어요,맛/향/풍미
1000017002,소갈비탕,무와 전복 팽이버섯 추가를 추천합니다,활용 방법
1000017002,소갈비탕,갈비가 통째로,양
1000017002,소갈비탕,맛도 좋고,맛/향/풍미
1000017002,소갈비탕,재구매 합니다,보관
1000017002,소갈비탕,여러 번 쟁여템입니다,보관
1000017002,소갈비탕,고기가 질긴 날도 있는데,맛/향/풍미
1000017002,소갈비탕,푸짐해서 좋아요,양
1000017002,소갈비탕,갈비탕  맛있어요,맛/향/풍미
1000017002,소갈비탕,고기도 많의 들어 있어요,양
1000017002,소갈비탕,아이도 잘 먹고,활용 방법
1000017002,소갈비탕,맛있어서 자주 구매하는 상품입니다,맛/향/풍미
1000165885,한옥집 김치찜 500g,돼지고기 냄새 너무 많이 나요 ㅠ,맛/향/풍미
1000165885,한옥집 김치찜 500g,김치는 맛있고,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기가 별로 인데 여러 번 구매하게 되네요,양
1000165885,한옥집 김치찜 500g,생각보다 너무 달고 신 맛이 전혀 나지 않는 김치였어요,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기가 매우 질기네요,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기에서 이상한 맛이 나서,맛/향/풍미
1000165885,한옥집 김치찜 500g,양파 참치 고춧가루 물 추가해서 끓였습니다,활용 방법
1000165885,한옥집 김치찜 500g,원조 맛은 안 나요,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기가 좀 별로 같아요,맛/향/풍미
1000165885,한옥집 김치찜 500g,이거 한 끼 먹을 만해요,양
1000165885,한옥집 김치찜 500g,고기는 좀 딱딱해요,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기가 다 너무 심각하게 질겨요,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기는 다 버렷어요,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기 특유 비린 맛도 나고 별로에요,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기가 얼마나 질긴지 숟가락으로 암만 눌러도 찢기질 않아요,맛/향/풍미
1000165885,한옥집 김치찜 500g,이런 고기는 또 첨 봐서 동영상 찍었네요,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기 질이 너무 안 좋아졌어요,맛/향/풍미
1000165885,한옥집 김치찜 500g,냄새가 많이 나서 먹기 불편해요,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기에서 냄새 나서 거의 못 먹고 버려요,맛/향/풍미
1000165885,한옥집 김치찜 500g,정말 실망입니다,맛/향/풍미
1000165885,한옥집 김치찜 500g,맛은 있는데 고기에서 냄새 나요,맛/향/풍미
1000165885,한옥집 김치찜 500g,쏘쏘,맛/향/풍미
1000165885,한옥집 김치찜 500g,김치는 푹 잘 익었어요,맛/향/풍미
1000165885,한옥집 김치찜 500g,꼬다리가 무를 정도,맛/향/풍미
1000165885,한옥집 김치찜 500g,김치는 작은 포기의 14 정도이고,양
1000165885,한옥집 김치찜 500g,돼지고기가 꽤 많이 들어 있어요,양
1000165885,한옥집 김치찜 500g,고기는 좀 질깁니다,맛/향/풍미
1000165885,한옥집 김치찜 500g,냄새부터 맛있어서,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기 큼직하고 두툼하게 들어가 있고,양
1000165885,한옥집 김치찜 500g,김치도 너무 맛있어서 완전 밥도둑이에요,맛/향/풍미
1000165885,한옥집 김치찜 500g,입맛 없을 때 완전 최고,맛/향/풍미
1000165885,한옥집 김치찜 500g,국물이 엄청 많지는 않긴해요,양
1000165885,한옥집 김치찜 500g,좀 니글거리고 조미료 맛이 강해요,맛/향/풍미
1000165885,한옥집 김치찜 500g,김치도 흐물 그려서 별로였어요,맛/향/풍미
1000165885,한옥집 김치찜 500g,아 진짜 최악이에요,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기 색깔 거무스르름,맛/향/풍미
1000165885,한옥집 김치찜 500g,김치는 잘 익혀진 것도 아니고,맛/향/풍미
1000165885,한옥집 김치찜 500g,식감은 물은 김치구,맛/향/풍미
1000165885,한옥집 김치찜 500g,아 제발 명성에 안 어울려요,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기에서 냄새가 너무 나네요,맛/향/풍미
1000165885,한옥집 김치찜 500g,김치 찜 간편하고 맛있어요,맛/향/풍미
1000165885,한옥집 김치찜 500g,빠른 배송,포장/배송
1000165885,한옥집 김치찜 500g,맛까지 어느 하나 부족하지 않다고 좋아하셨습니다,맛/향/풍미
1000165885,한옥집 김치찜 500g,김치는 굿,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기는 베드,맛/향/풍미
1000165885,한옥집 김치찜 500g,김치가 맛있어요,맛/향/풍미
1000165885,한옥집 김치찜 500g,고기는 별로,맛/향/풍미
1000165885,한옥집 김치찜 500g,묵은지라 신맛이 강하고 간이 센 듯 하지만 괜찮아요,맛/향/풍미
